37,30,34,3
33,31,42,3
32,31,32,3
29,26,36,3
26,24,29,3
31,30,39,3
26,25,31,3
28,26,31,3
27,28,36,3
28,27,29,3
35,34,41,3
41,41,42,3
44,44,44,3
41,40,46,3
43,41,45,3
41,41,43,3
26,25,33,3
30,28,38,3
26,25,32,3
27,25,29,3
26,22,31,3
29,28,33,3
26,25,27,3
22,21,22,3
27,23,33,3
27,22,26,3
26,25,27,3
30,23,29,3
27,24,29,3
30,23,26,3
30,23,29,3
29,24,33,3
29,26,35,3
34,27,35,3
31,29,38,3
26,26,30,3
25,22,31,3
31,29,43,3
26,25,31,3
28,25,33,3
26,24,35,3
29,25,34,3
33,31,42,3
38,36,41,3
41,40,43,3
38,36,39,3
33,37,41,3
37,35,35,3
26,23,23,3
25,25,32,3
23,21,30,3
143,120,29,4
147,122,26,4
150,125,19,4
150,125,39,4
151,122,28,4
152,127,32,4
155,126,16,4
152,121,21,4
151,124,16,4
151,123,10,4
154,128,19,4
152,123,22,4
150,122,33,4
157,125,20,4
152,125,24,4
149,120,37,4
155,123,38,4
151,122,44,4
145,121,41,4
140,119,22,4
139,117,39,4
133,108,47,4
134,111,33,4
125,100,22,4
119,95,21,4
126,106,31,4
131,109,36,4
133,110,40,4
137,114,38,4
141,119,35,4
143,120,23,4
144,120,36,4
145,122,24,4
147,123,21,4
151,123,11,4
151,124,22,4
151,124,31,4
154,128,34,4
154,124,36,4
150,122,18,4
151,123,28,4
151,123,31,4
153,128,17,4
152,124,29,4
151,120,35,4
156,125,25,4
153,125,24,4
146,120,27,4
152,124,41,4
152,122,38,4
148,122,50,4
143,119,40,4
139,114,35,4
133,113,36,4
136,114,36,4
127,103,28,4
118,94,23,4
131,106,20,4
131,108,35,4
136,112,37,4
46,84,46,1
50,82,48,1
52,85,50,1
51,84,46,1
48,86,41,1
57,87,48,1
52,86,42,1
53,86,46,1
56,87,48,1
50,81,41,1
50,85,50,1
49,83,44,1
50,83,49,1
50,86,51,1
50,86,53,1
50,85,47,1
51,86,49,1
48,89,56,1
54,88,62,1
52,87,49,1
53,86,49,1
47,85,53,1
51,87,49,1
58,88,56,1
65,92,58,1
53,85,52,1
58,90,59,1
60,90,56,1
55,86,54,1
52,84,51,1
50,84,50,1
52,83,50,1
54,89,55,1
55,89,57,1
56,93,44,1
54,91,43,1
56,90,54,1
60,93,55,1
56,90,48,1
53,88,54,1
55,93,54,1
53,88,54,1
53,88,51,1
50,88,49,1
51,83,45,1
55,87,51,1
54,88,52,1
56,88,58,1
49,84,58,1
52,86,50,1
50,86,53,1
52,85,56,1
54,85,51,1
51,83,48,1
54,86,54,1
58,87,57,1
59,91,57,1
59,90,54,1
59,93,57,1
67,98,60,1
56,90,55,1
52,86,52,1
55,90,56,1
55,88,54,1
63,97,58,1
62,99,67,1
61,101,52,1
60,100,55,1
52,98,54,1
62,98,58,1
62,96,58,1
56,93,53,1
58,94,55,1
59,91,59,1
61,93,56,1
60,93,58,1
56,96,58,1
64,99,65,1
66,97,52,1
60,96,64,1
57,95,65,1
58,97,56,1
58,96,55,1
59,95,60,1
58,94,58,1
58,94,51,1
56,93,58,1
58,99,54,1
62,97,58,1
62,97,59,1
62,99,50,1
65,102,60,1
61,101,59,1
63,99,56,1
64,101,58,1
61,100,62,1
60,101,61,1
63,102,61,1
64,103,59,1
64,101,60,1
61,99,70,1
59,99,61,1
64,100,66,1
60,97,52,1
62,97,50,1
60,94,52,1
61,94,57,1
63,96,53,1
64,99,47,1
69,102,63,1
67,102,64,1
65,100,60,1
62,100,64,1
65,99,62,1
64,102,60,1
63,100,61,1
63,101,63,1
62,101,58,1
61,100,61,1
61,100,64,1
62,101,60,1
63,100,57,1
63,101,55,1
68,103,64,1
68,104,62,1
70,104,60,1
66,101,64,1
66,103,62,1
39,64,122,2
38,61,125,2
37,62,130,2
33,61,123,2
31,59,122,2
33,59,121,2
30,57,123,2
37,57,123,2
33,56,118,2
33,56,119,2
34,57,118,2
36,57,116,2
39,56,114,2
40,59,117,2
41,59,118,2
41,57,114,2
44,66,123,2
44,67,128,2
41,65,129,2
41,66,127,2
43,66,130,2
40,69,130,2
53,78,140,2
52,79,138,2
43,69,134,2
40,64,131,2
38,63,125,2
40,63,128,2
38,64,125,2
39,65,129,2
39,65,127,2
40,62,125,2
33,55,124,2
37,61,125,2
31,54,119,2
33,55,124,2
32,56,124,2
30,55,117,2
33,55,120,2
30,54,120,2
34,54,119,2
30,55,116,2
34,58,118,2
34,57,118,2
39,56,117,2
38,54,117,2
42,59,115,2
44,61,116,2
40,58,117,2
42,63,124,2
41,62,125,2
42,62,123,2
38,62,124,2
35,63,125,2
39,63,130,2
41,65,131,2
37,63,125,2
39,64,126,2
42,63,127,2
39,62,125,2
34,60,130,2
36,62,125,2
35,60,127,2
35,60,122,2
34,34,34,3
38,32,31,3
32,31,39,3
35,34,41,3
32,32,36,3
31,28,39,3
33,32,31,3
33,29,30,3
32,30,34,3
38,32,41,3
33,34,35,3
39,36,46,3
42,36,41,3
43,38,45,3
43,40,45,3
46,39,44,3
40,41,46,3
43,39,43,3
39,39,39,3
40,38,45,3
40,40,40,3
43,38,48,3
42,41,37,3
41,38,44,3
45,47,51,3
49,51,55,3
52,52,58,3
54,58,60,3
54,54,55,3
54,57,67,3
38,35,46,3
35,33,44,3
41,33,37,3
41,34,41,3
39,39,43,3
37,34,35,3
32,30,39,3
35,34,39,3
35,33,45,3
36,30,39,3
34,33,30,3
35,34,37,3
38,34,41,3
37,33,44,3
39,35,50,3
39,37,43,3
40,38,45,3
41,38,44,3
41,34,44,3
39,39,43,3
49,52,58,3
45,47,55,3
47,47,51,3
49,48,55,3
49,51,57,3
57,57,63,3
58,57,66,3
63,60,68,3
60,63,66,3
58,63,68,3
63,68,73,3
40,39,45,3
41,35,42,3
41,36,44,3
205,162,50,4
206,160,40,4
205,164,44,4
207,164,39,4
209,164,31,4
209,165,13,4
208,165,34,4
207,165,16,4
209,167,25,4
206,164,39,4
207,162,34,4
206,160,38,4
206,160,38,4
208,164,45,4
208,162,43,4
204,162,48,4
215,166,54,4
209,167,62,4
212,168,55,4
214,171,55,4
215,169,56,4
213,171,52,4
207,169,48,4
206,167,47,4
200,164,45,4
203,164,33,4
202,161,40,4
203,162,50,4
200,160,46,4
203,161,44,4
203,163,40,4
204,160,44,4
207,163,42,4
206,162,35,4
207,164,16,4
209,164,40,4
210,166,32,4
210,165,25,4
211,165,25,4
210,165,26,4
210,165,35,4
207,164,32,4
208,164,27,4
208,164,35,4
209,165,43,4
211,167,33,4
204,165,48,4
210,165,42,4
215,167,50,4
216,172,58,4
216,172,53,4
218,171,55,4
215,175,60,4
217,172,61,4
214,170,58,4
209,170,44,4
206,164,44,4
205,166,46,4
206,163,46,4
207,165,61,4
206,165,31,4
206,165,46,4
210,165,47,4
206,165,45,4
175,19,52,0
176,23,51,0
174,18,44,0
175,17,42,0
175,17,55,0
176,17,47,0
178,16,44,0
176,17,47,0
179,19,46,0
177,23,45,0
180,20,47,0
179,26,49,0
176,23,48,0
172,29,54,0
172,33,56,0
169,27,54,0
170,25,46,0
171,26,53,0
174,24,52,0
175,31,54,0
173,24,45,0
171,28,48,0
174,24,58,0
175,32,60,0
177,27,53,0
178,26,50,0
177,28,57,0
178,27,58,0
177,26,58,0
174,32,65,0
173,31,66,0
176,25,52,0
178,17,58,0
179,19,54,0
176,22,48,0
179,20,50,0
178,20,49,0
178,16,49,0
179,16,53,0
180,19,49,0
181,21,40,0
180,25,53,0
181,24,50,0
180,26,49,0
178,31,51,0
181,28,52,0
175,35,48,0
177,30,63,0
171,29,55,0
174,26,54,0
175,30,61,0
176,27,53,0
175,26,48,0
174,21,58,0
175,26,65,0
178,24,56,0
177,27,54,0
179,29,49,0
178,30,57,0
178,30,60,0
177,29,49,0
177,29,57,0
176,32,53,0
178,28,65,0
